2016-01-01,Braun,0.0
2016-01-01,Concierge,0.0
2016-01-01,Crestview,0.0
2016-01-01,EasyCare,0.0
2016-01-01,Enovex - Dr. Ike's,0.0
2016-01-01,FirstCare,0.0
2016-01-01,H&H - Dr. Ike's,0.0
2016-01-01,Lyons,0.0
2016-01-01,Pharmacare - Dr. Ike's,3704.9199999999996
2016-01-01,PrimeCare,0.0
2016-01-01,SBH,0.0
2016-01-01,SMC,0.0
2016-01-01,TPA,419.94
2016-01-02,Braun,13961.360000000002
2016-01-02,Concierge,0.0
2016-01-02,Crestview,0.0
2016-01-02,EasyCare,0.0
2016-01-02,Enovex - Dr. Ike's,0.0
2016-01-02,FirstCare,0.0
2016-01-02,H&H - Dr. Ike's,0.0
2016-01-02,Lyons,0.0
2016-01-02,Pharmacare - Dr. Ike's,3408.9
2016-01-02,PrimeCare,0.0
2016-01-02,SBH,0.0
2016-01-02,SMC,0.0
2016-01-02,TPA,0.0
2016-01-03,Braun,0.0
2016-01-03,Concierge,0.0
2016-01-03,Crestview,0.0
2016-01-03,EasyCare,0.0
2016-01-03,Enovex - Dr. Ike's,0.0
2016-01-03,FirstCare,0.0
2016-01-03,H&H - Dr. Ike's,0.0
2016-01-03,Lyons,0.0
2016-01-03,Pharmacare - Dr. Ike's,3333.3599999999997
2016-01-03,PrimeCare,0.0
2016-01-03,SBH,0.0
2016-01-03,SMC,0.0
2016-01-03,TPA,2818.88
2016-01-04,Braun,71616.89000000004
2016-01-04,Concierge,0.0
2016-01-04,Crestview,0.0
2016-01-04,EasyCare,0.0
2016-01-04,Enovex - Dr. Ike's,0.0
2016-01-04,FirstCare,0.0
2016-01-04,H&H - Dr. Ike's,21000.389999999996
2016-01-04,Lyons,0.0
2016-01-04,Pharmacare - Dr. Ike's,11397.899999999996
2016-01-04,PrimeCare,0.0
2016-01-04,SBH,11295.92
2016-01-04,SMC,44739.009999999944
2016-01-04,TPA,15676.76
2016-01-05,Braun,42329.94000000002
2016-01-05,Concierge,0.0
2016-01-05,Crestview,0.0
2016-01-05,EasyCare,0.0
2016-01-05,Enovex - Dr. Ike's,0.0
2016-01-05,FirstCare,0.0
2016-01-05,H&H - Dr. Ike's,17617.53
2016-01-05,Lyons,0.0
2016-01-05,Pharmacare - Dr. Ike's,14944.150000000001
2016-01-05,PrimeCare,0.0
2016-01-05,SBH,5438.119999999999
2016-01-05,SMC,32670.200000000037
2016-01-05,TPA,9519.340000000004
2016-01-06,Braun,64047.160000000105
2016-01-06,Concierge,0.0
2016-01-06,Crestview,0.0
2016-01-06,EasyCare,0.0
2016-01-06,Enovex - Dr. Ike's,0.0
2016-01-06,FirstCare,0.0
2016-01-06,H&H - Dr. Ike's,9545.52
2016-01-06,Lyons,0.0
2016-01-06,Pharmacare - Dr. Ike's,15793.589999999995
2016-01-06,PrimeCare,0.0
2016-01-06,SBH,6540.21
2016-01-06,SMC,33007.27000000001
2016-01-06,TPA,10848.05
2016-01-07,Braun,74004.78000000004
2016-01-07,Concierge,0.0
2016-01-07,Crestview,0.0
2016-01-07,EasyCare,0.0
2016-01-07,Enovex - Dr. Ike's,0.0
2016-01-07,FirstCare,0.0
2016-01-07,H&H - Dr. Ike's,9633.510000000002
2016-01-07,Lyons,0.0
2016-01-07,Pharmacare - Dr. Ike's,18562.650000000012
2016-01-07,PrimeCare,0.0
2016-01-07,SBH,16729.609999999997
2016-01-07,SMC,39323.00999999993
2016-01-07,TPA,8811.520000000004
2016-01-08,Braun,76743.61000000003
2016-01-08,Concierge,0.0
2016-01-08,Crestview,0.0
2016-01-08,EasyCare,0.0
2016-01-08,Enovex - Dr. Ike's,0.0
2016-01-08,FirstCare,0.0
2016-01-08,H&H - Dr. Ike's,6212.2
2016-01-08,Lyons,0.0
2016-01-08,Pharmacare - Dr. Ike's,8225.439999999999
2016-01-08,PrimeCare,0.0
2016-01-08,SBH,8744.85
2016-01-08,SMC,32427.440000000042
2016-01-08,TPA,6544.310000000001
2016-01-09,Braun,6049.580000000001
2016-01-09,Concierge,0.0
2016-01-09,Crestview,0.0
2016-01-09,EasyCare,0.0
2016-01-09,Enovex - Dr. Ike's,0.0
2016-01-09,FirstCare,0.0
2016-01-09,H&H - Dr. Ike's,0.0
2016-01-09,Lyons,0.0
2016-01-09,Pharmacare - Dr. Ike's,12441.580000000002
2016-01-09,PrimeCare,0.0
2016-01-09,SBH,0.0
2016-01-09,SMC,0.0
2016-01-09,TPA,0.0
2016-01-10,Braun,0.0
2016-01-10,Concierge,0.0
2016-01-10,Crestview,0.0
2016-01-10,EasyCare,0.0
2016-01-10,Enovex - Dr. Ike's,0.0
2016-01-10,FirstCare,0.0
2016-01-10,H&H - Dr. Ike's,0.0
2016-01-10,Lyons,0.0
2016-01-10,Pharmacare - Dr. Ike's,1192.31
2016-01-10,PrimeCare,0.0
2016-01-10,SBH,0.0
2016-01-10,SMC,0.0
2016-01-10,TPA,1856.63
2016-01-11,Braun,45082.830000000016
2016-01-11,Concierge,0.0
2016-01-11,Crestview,0.0
2016-01-11,EasyCare,0.0
2016-01-11,Enovex - Dr. Ike's,0.0
2016-01-11,FirstCare,0.0
2016-01-11,H&H - Dr. Ike's,6065.869999999999
2016-01-11,Lyons,0.0
2016-01-11,Pharmacare - Dr. Ike's,10083.970000000001
2016-01-11,PrimeCare,0.0
2016-01-11,SBH,7014.029999999999
2016-01-11,SMC,32967.49
2016-01-11,TPA,12799.25
2016-01-12,Braun,36231.22
2016-01-12,Concierge,0.0
2016-01-12,Crestview,0.0
2016-01-12,EasyCare,0.0
2016-01-12,Enovex - Dr. Ike's,0.0
2016-01-12,FirstCare,0.0
2016-01-12,H&H - Dr. Ike's,18052.670000000013
2016-01-12,Lyons,0.0
2016-01-12,Pharmacare - Dr. Ike's,12240.410000000002
2016-01-12,PrimeCare,0.0
2016-01-12,SBH,9852.08
2016-01-12,SMC,50138.73
2016-01-12,TPA,9399.040000000005
2016-01-13,Braun,42531.05999999999
2016-01-13,Concierge,0.0
2016-01-13,Crestview,0.0
2016-01-13,EasyCare,0.0
2016-01-13,Enovex - Dr. Ike's,0.0
2016-01-13,FirstCare,0.0
2016-01-13,H&H - Dr. Ike's,7807.080000000002
2016-01-13,Lyons,0.0
2016-01-13,Pharmacare - Dr. Ike's,15464.390000000005
2016-01-13,PrimeCare,0.0
2016-01-13,SBH,6807.849999999999
2016-01-13,SMC,35722.32
2016-01-13,TPA,8346.960000000005
2016-01-14,Braun,29159.32999999998
2016-01-14,Concierge,0.0
2016-01-14,Crestview,0.0
2016-01-14,EasyCare,0.0
2016-01-14,Enovex - Dr. Ike's,0.0
2016-01-14,FirstCare,0.0
2016-01-14,H&H - Dr. Ike's,102.14999999999999
2016-01-14,Lyons,0.0
2016-01-14,Pharmacare - Dr. Ike's,8950.000000000002
2016-01-14,PrimeCare,0.0
2016-01-14,SBH,4554.4
2016-01-14,SMC,36391.819999999956
2016-01-14,TPA,7313.2999999999965
2016-01-15,Braun,53433.90000000006
2016-01-15,Concierge,0.0
2016-01-15,Crestview,0.0
2016-01-15,EasyCare,0.0
2016-01-15,Enovex - Dr. Ike's,0.0
2016-01-15,FirstCare,0.0
2016-01-15,H&H - Dr. Ike's,10483.610000000002
2016-01-15,Lyons,0.0
2016-01-15,Pharmacare - Dr. Ike's,9003.14
2016-01-15,PrimeCare,0.0
2016-01-15,SBH,50282.070000000014
2016-01-15,SMC,37137.62000000003
2016-01-15,TPA,6125.249999999998
2016-01-16,Braun,8605.72
2016-01-16,Concierge,0.0
2016-01-16,Crestview,0.0
2016-01-16,EasyCare,0.0
2016-01-16,Enovex - Dr. Ike's,0.0
2016-01-16,FirstCare,0.0
2016-01-16,H&H - Dr. Ike's,0.0
2016-01-16,Lyons,0.0
2016-01-16,Pharmacare - Dr. Ike's,3601.5499999999997
2016-01-16,PrimeCare,0.0
2016-01-16,SBH,0.0
2016-01-16,SMC,3193.1399999999994
2016-01-16,TPA,0.0
2016-01-17,Braun,0.0
2016-01-17,Concierge,0.0
2016-01-17,Crestview,0.0
2016-01-17,EasyCare,0.0
